"","TICKER","PERMNO","date","CUSIP","Return","MKTCAK"
"1","EGAS",10001,2010-12-31,36720410,0.07407207595554,82413.68
"2","EGAS",10001,2011-12-30,36720410,0.139600347646555,93118.68
"3","EGAS",10001,2012-12-31,36720410,-0.139628720208418,76104.81
"4","EGAS",10001,2013-12-31,36720410,-0.091282093843246,83929.56
"5","EGAS",10001,2014-12-31,36720410,0.444208611175726,115577.76
"6","EGAS",10001,2015-12-31,36720410,-0.280755798203516,78262.25
"7","EGAS",10001,2016-12-30,36720410,0.739179235420611,132026
"8","BTFG",10002,2010-12-31,NA,-0.0696864252672069,47096.13
"9","BTFG",10002,2011-12-30,NA,-0.535582659978172,22280.32
"10","BTFG",10002,2012-12-31,NA,1.24193799104673,49945.48
"11","BTFG",10002,2013-02-15,NA,0.0719446244087474,53538.68
"12","AEPI",10025,2010-12-31,103110,-0.322098047566613,159436.8
"13","AEPI",10025,2011-12-30,103110,0.0847858193696414,154543.5
"14","AEPI",10025,2012-12-31,103110,1.10408476971976,327601.13
"15","AEPI",10025,2013-12-31,103110,-0.108053703138103,295900.83
"16","AEPI",10025,2014-12-31,103110,0.100694587206454,295460.15
"17","AEPI",10025,2015-12-31,103110,0.326735486349967,393696.45
"18","AEPI",10025,2016-12-30,103110,0.523537720146999,593735.4
"19","JJSF",10026,2010-12-31,46603210,0.21941375910893,894466.08
"20","JJSF",10026,2011-12-30,46603210,0.115724708393916,994311.36
"21","JJSF",10026,2012-12-31,46603210,0.210640278084449,1199916.2673
"22","JJSF",10026,2013-12-31,46603210,0.400835433621387,1654949.79
"23","JJSF",10026,2014-12-31,46603210,0.244459610648453,2031606.06
"24","JJSF",10026,2015-12-31,46603210,0.0872389269267848,2179045.59
"25","JJSF",10026,2016-12-30,46603210,0.159438412231507,2494740.71
"26","DGSE",10028,2010-12-31,NA,2.03546375373419,42089.52
"27","DGSE",10028,2011-12-30,NA,0.745316673164288,83813.4
"28","DGSE",10028,2012-12-31,NA,-0.160022016235387,66115.68
"29","DGSE",10028,2013-12-31,NA,-0.589318245289896,27152.48
"30","DGSE",10028,2014-12-31,NA,-0.452917418674153,14913.28
"31","DGSE",10028,2015-12-31,NA,-0.729509808975528,4057.68
"32","DGSE",10028,2016-12-30,NA,2.75759655283001,15362.36
"33","PLXS",10032,2010-12-31,72913210,0.0863735221663546,1253410.34
"34","PLXS",10032,2011-12-30,72913210,-0.115061442597011,948087.26
"35","PLXS",10032,2012-12-31,72913210,-0.0577088472846189,898872
"36","PLXS",10032,2013-12-31,72913210,0.67789357138288,1462639.23
"37","PLXS",10032,2014-12-31,72913210,-0.048045654182351,1384862.05
"38","PLXS",10032,2015-12-31,72913210,-0.152632330149116,1161997.92
"39","PLXS",10032,2016-12-30,72913210,0.547547136613338,1813366.24
"40","RMCF",10044,2010-12-31,NA,0.243514063396828,58517.6
"41","RMCF",10044,2011-12-30,NA,-0.0775159720906986,52316.04
"42","RMCF",10044,2012-12-31,NA,0.28728555985672,63888
"43","RMCF",10044,2013-12-31,NA,0.137964040486438,71006.76
"44","RMCF",10044,2014-12-31,NA,0.171625244687115,80071.36
"45","RMCF",10044,2015-12-31,NA,-0.148902197539567,62769.25
"46","RMCF",10044,2016-12-30,NA,-0.00693036713152417,59652.26
"47","HGR",10051,2010-12-31,NA,0.53217586978818,703338.48
"48","HGR",10051,2011-12-30,NA,-0.117980904849422,629068.02
"49","HGR",10051,2012-12-31,NA,0.463871477471503,937025.28
"50","HGR",10051,2013-12-31,NA,0.437874252926422,1367773.12
"51","HGR",10051,2014-12-31,NA,-0.443310666103713,772872.9
"52","HGR",10051,2015-12-31,NA,-0.248861312893511,580536.95
"53","HGR",10051,2016-02-26,NA,-0.217021079422033,454548.08
"54","ADX",10065,2010-12-31,621210,0.116321429083939,938987.46
"55","ADX",10065,2011-12-30,621210,-0.0415021661961624,857237
"56","ADX",10065,2012-12-31,621210,0.170740123054525,964812.54
"57","ADX",10065,2013-12-31,621210,0.318857951978426,1205263.12
"58","ADX",10065,2014-12-31,621210,0.1382174698687,1279203.12
"59","ADX",10065,2015-12-31,621210,0.00500640335259361,1224238.6
"60","ADX",10065,2016-12-30,621210,0.0703022392582193,1233086.07
"61","JAVA",10078,2010-01-26,86681020,0.0128058716808295,7154890.6
"62","KDE",10092,2010-05-28,35086510,-0.540503847211308,9754.9712
"63","ALRN",10100,2010-12-31,2713510,2.63016506428023,12600.75
"64","ALRN",10100,2011-12-30,2713510,-0.245316173312682,9839.508
"65","ALRN",10100,2012-12-31,2713510,-0.750637235748553,2453.604
"66","ALRN",10100,2013-03-22,2713510,-0.364346757949302,1559.64
"67","ORCL",10104,2010-12-31,NA,0.28606818270047,158140746
"68","ORCL",10104,2011-12-30,NA,-0.174601492038538,128912719.05
"69","ORCL",10104,2012-12-31,NA,0.317226793706672,157746776.04
"70","ORCL",10104,2013-12-31,NA,0.156838268509339,172070868.34
"71","ORCL",10104,2014-12-31,NA,0.189777457041842,197479773.99
"72","ORCL",10104,2015-12-31,NA,-0.176293154292033,153470566.6
"73","ORCL",10104,2016-12-30,NA,0.0689133400446846,157735472.85
"74","MSFT",10107,2010-12-31,59491810,-0.0653164503383877,234527730
"75","MSFT",10107,2011-12-30,59491810,-0.0452102367993673,217824415.16
"76","MSFT",10107,2012-12-31,59491810,0.0583673182221376,223667027.8
"77","MSFT",10107,2013-12-31,59491810,0.442840044831583,310503000
"78","MSFT",10107,2014-12-31,59491810,0.275443260295418,381726100
"79","MSFT",10107,2015-12-31,59491810,0.226960161362633,439679000
"80","MSFT",10107,2016-12-30,59491810,0.150662409156144,480342200
"81","AADR",10113,2010-12-31,NA,0.210936612589412,8206
"82","AADR",10113,2011-12-30,NA,-0.0508328589593647,6324.75
"83","AADR",10113,2012-12-31,NA,0.0973808998761712,6916.5
"84","AADR",10113,2013-12-31,NA,0.223749431507964,10304.25
"85","AADR",10113,2014-12-31,NA,0.00425287451380996,14980
"86","AADR",10113,2015-12-31,NA,0.0372588169545021,19264.5
"87","AADR",10113,2016-12-30,NA,0.0490787499424015,18080.865
"88","ACUR",10116,2010-12-31,NA,-0.378990118155426,145289.14
"89","ACUR",10116,2011-12-30,NA,0.0543812045936194,158166.8
"90","ACUR",10116,2012-12-31,NA,-0.363895837698224,101824.74
"91","ACUR",10116,2013-12-31,NA,-0.247744202849362,80702.75
"92","ACUR",10116,2014-12-31,NA,-0.730539203375862,21981.6
"93","ACUR",10116,2015-12-31,NA,0.111114825107098,29502.5
"94","ACUR",10116,2016-12-30,NA,-0.693400753987027,9070.761
"95","AYE",10137,2010-12-31,1736110,0.0602795326991652,4119321.36
"96","AYE",10137,2011-02-25,1736110,0.0309381207360055,4247650.26
"97","TROW",10138,2010-12-31,NA,0.23696825248596,16700370.4
"98","TROW",10138,2011-12-30,NA,-0.0980400897958934,14423840.4
"99","TROW",10138,2012-12-31,NA,0.186668636747094,16736266.8078
"100","TROW",10138,2013-12-31,NA,0.312863889287963,21953855.21
"101","TROW",10138,2014-12-31,NA,0.0472649680032804,22501587.78
"102","TROW",10138,2015-12-31,NA,-0.122490238053426,17906028.81
"103","TROW",10138,2016-12-30,NA,0.0848332839277441,18422443.84
"104","OSIP",10143,2010-06-08,67104010,0.850923727615092,3441811.32
"105","HON",10145,2010-12-31,43851610,0.394327164022871,41473996.68
"106","HON",10145,2011-12-30,43851610,0.0488255675012634,42039561.95
"107","HON",10145,2012-12-31,43851610,0.198595404762326,49720620.84
"108","HON",10145,2013-12-31,43851610,0.470345502023018,71695572.01
"109","HON",10145,2014-12-31,43851610,0.115457900479972,78218375.2
"110","HON",10145,2015-12-31,43851610,0.0579851418919743,79820466.87
"111","HON",10145,2016-12-30,43851610,0.14990537508428,88292181.25
"112","EMC",10147,2010-12-31,26864810,0.310824554114249,47183068.4
"113","EMC",10147,2011-12-30,26864810,-0.0593940899417631,43940673.78
"114","EMC",10147,2012-12-31,26864810,0.174556876863367,53298371.5
"115","EMC",10147,2013-12-31,26864810,0.00211998743117414,51754852.05
"116","EMC",10147,2014-12-31,26864810,0.206126637417474,60518193.66
"117","EMC",10147,2015-12-31,26864810,-0.120546779564365,49789334.16
"118","EMC",10147,2016-09-06,26864810,0.14091203311888,56846260.1
"119","GRV",10151,2010-12-31,NA,0.00437375849859478,39184
"120","AGLS",10151,2011-12-30,NA,-0.173015573505608,3090
"121","AGLS",10151,2012-12-31,NA,0.086410662436343,27975
"122","AGLS",10151,2013-12-31,NA,-0.00893431984220616,43251
"123","AGLS",10151,2014-12-31,NA,-0.101001017768316,10967
"124","AGLS",10151,2015-08-07,NA,-0.0280910217500815,6782.965
"125","AMRC",10158,2010-12-31,2.361e+13,0.411990071126306,331514.96
"126","AMRC",10158,2011-12-30,2.361e+13,-0.0445675596639075,347952.92
"127","AMRC",10158,2012-12-31,2.361e+13,-0.284979948170849,265674.42
"128","AMRC",10158,2013-12-31,2.361e+13,-0.0152964448885412,268818.48
"129","AMRC",10158,2014-12-31,2.361e+13,-0.275366813315099,198450
"130","AMRC",10158,2015-12-31,2.361e+13,-0.107146072752699,178237.5
"131","AMRC",10158,2016-12-30,2.361e+13,-0.119998774516787,153169.5
"132","XRIT",10163,2010-12-31,98385710,1.09632656189741,387558.85
"133","XRIT",10163,2011-12-30,98385710,0.0153093302761074,396140
"134","XRIT",10163,2012-05-14,98385710,0.193965105127524,478046.6
"135","AKRX",10180,2010-12-31,972810,2.39106112168802,570428.25
"136","AKRX",10180,2011-12-30,972810,0.831959783446885,1055688.32
"137","AKRX",10180,2012-12-31,972810,0.201444655123466,1280475.84
"138","AKRX",10180,2013-12-31,972810,0.842830871754298,2377528.78
"139","AKRX",10180,2014-12-31,972810,0.470343848246626,4142474.6
"140","AKRX",10180,2015-12-31,972810,0.0306659485507927,4455821.37
"141","AKRX",10180,2016-12-30,972810,-0.414906411267071,2715433.7
"142","TECD",10182,2010-12-31,87823710,-0.056583224492712,2052388.48
"143","TECD",10182,2011-12-30,87823710,0.122438741835134,2144542.23
"144","TECD",10182,2012-12-31,87823710,-0.0785302003660353,1719258.33
"145","TECD",10182,2013-12-31,87823710,0.133320768390917,1963638
"146","TECD",10182,2014-12-31,87823710,0.225383698099638,2418863.65
"147","TECD",10182,2015-12-31,87823710,0.0498101646718687,2328079.36
"148","TECD",10182,2016-12-30,87823710,0.275684246984137,2982514.28
"149","RGEN",10200,2010-12-31,75991610,0.14111544854548,144391.03
"150","RGEN",10200,2011-12-30,75991610,-0.260128820336423,106581.05
"151","RGEN",10200,2012-12-31,75991610,0.809803333124132,195904.6
"152","RGEN",10200,2013-12-31,75991610,1.17198079836916,435470.64
"153","RGEN",10200,2014-12-31,75991610,0.451613505672792,648925.2
"154","RGEN",10200,2015-12-31,75991610,0.428802443027001,932127.21
"155","RGEN",10200,2016-12-30,75991610,0.0894325380300618,1043072.08
"156","AT",10201,2010-12-31,NA,0.230301283074026,983517.84
"157","AT",10201,2011-12-30,NA,0.0446569281368769,1622678.2
"158","AT",10201,2012-12-31,NA,-0.130563438349258,1364639.13
"159","AT",10201,2013-12-31,NA,-0.642022611813641,417756.6
"160","AT",10201,2014-12-31,NA,-0.151325612555108,327386.97
"161","AT",10201,2015-12-31,NA,-0.244580427558472,238888.11
"162","AT",10201,2016-12-30,NA,0.269033637032925,289087.5
"163","LSBX",10205,2010-11-30,NA,1.20417271450625,94421.65
"164","FUND",10207,2010-12-31,NA,0.195903302358921,149575.63
"165","FUND",10207,2011-12-30,NA,-0.119870977797564,126479.973
"166","FUND",10207,2012-12-31,NA,0.123099263224663,137676
"167","FUND",10207,2013-12-31,NA,0.219961276602433,165331.14
"168","FUND",10207,2014-12-31,NA,0.00606833112647531,163865.8
"169","FUND",10207,2015-12-31,NA,-0.147206618545415,130732
"170","FUND",10207,2016-12-30,NA,0.271490246017432,169676.06
"171","BWC",10220,2010-12-31,NA,0.105398607308405,2986890.39
"172","BWC",10220,2011-12-30,NA,-0.0566615710520167,2848133.76
"173","BWC",10220,2012-12-31,NA,0.0890191844887784,3117904.8
"174","BWC",10220,2013-12-31,NA,0.320220065226565,3788183.62
"175","BWC",10220,2014-12-31,NA,-0.102421467505158,3228586.2
"176","BWXT",10220,2015-12-31,NA,0.490695150205393,3382901.37
"177","BWXT",10220,2016-12-30,NA,0.262009817099406,3939550.1
"178","CIS",10223,2010-12-31,NA,1.2459990804202,318925.36
"179","CIS",10223,2011-12-30,NA,-0.880852493833091,37999.05
"180","CIS",10223,2012-12-31,NA,-0.649122020290873,13333
"181","CIS",10223,2013-12-31,NA,0.999992476282632,26666
"182","CIS",10223,2014-03-27,NA,0.0149983401145812,27065.99
"183","FO",10225,2010-12-31,7373010,0.417280211885568,9193005.25
"184","BEAM",10225,2011-12-30,7373010,0.0988071835388624,7964164.57
"185","BEAM",10225,2012-12-31,7373010,0.2094910104942,9720213.17
"186","BEAM",10225,2013-12-31,7373010,0.129728579077424,11098476.14
"187","BEAM",10225,2014-04-30,7373010,0.229737745073798,13838157.42
"188","ESBK",10232,2010-12-31,28966010,0.145646443785428,35843
"189","ESBK",10232,2011-12-30,28966010,0.0365199259868467,35486.792
"190","ESBK",10232,2012-12-31,28966010,0.525310371221638,52961.46
"191","ESBK",10232,2013-12-31,28966010,0.266915267675421,67032
"192","ESBK",10232,2014-12-31,28966010,-0.049074114088256,62215
"193","ESBK",10232,2015-12-31,28966010,-0.094788479449919,54138.686
"194","ESBK",10232,2016-12-30,28966010,0.0780405414583958,58180.25
"195","BWINB",10239,2010-12-31,5775520,0.047020868641193,286760.11
"196","BWINB",10239,2011-12-30,5775520,-0.0319993597955278,266505
"197","BWINB",10239,2012-12-31,5775520,0.145282074367856,293239.4
"198","BWINB",10239,2013-12-31,5775520,0.19264580531766,336145.28
"199","BWINB",10239,2014-12-31,5775520,-0.018269845249735,318537.68
"200","BWINB",10239,2015-12-31,5775520,-0.027137802746959,298044.09
"201","BWINB",10239,2016-12-30,5775520,0.0928780420976092,314017.2
"202","INDB",10252,2010-12-31,45383610,0.334859774744446,574028.05
"203","INDB",10252,2011-12-30,45383610,0.0401491309246491,586735
"204","INDB",10252,2012-12-31,45383610,0.0919719925918114,659307.3
"205","INDB",10252,2013-12-31,45383610,0.385270940218551,931290.72
"206","INDB",10252,2014-12-31,45383610,0.121786143016938,1027397.19
"207","INDB",10252,2015-12-31,45383610,0.111485867825955,1220498.72
"208","INDB",10252,2016-12-30,45383610,0.547987463438,1902572.7
"209","DMC",10253,2010-12-31,NA,1.19999061086801,98049.49
"210","DSS",10253,2011-12-30,NA,-0.526898858075598,49847.4
"211","DSS",10253,2012-12-31,NA,-0.149015316727886,47102.02
"212","DSS",10253,2013-12-31,NA,-0.0460856318245045,101906.1
"213","DSS",10253,2014-12-31,NA,-0.782610993845637,20590.65
"214","DSS",10253,2015-12-31,NA,-0.620888273831885,8829.7442
"215","DSS",10253,2016-12-30,NA,-0.0240343540751103,8643.348
"216","TSTF",10257,2010-12-31,NA,-0.33124560443871,2748.83
"217","TSTF",10257,2011-12-30,NA,2.53271065401944,11481.75
"218","DLHC",10257,2012-12-31,NA,-0.624340115781397,6615.78
"219","DLHC",10257,2013-12-31,NA,1.15492804554535,14692.59
"220","DLHC",10257,2014-12-31,NA,0.313722740447041,19358.31
"221","DLHC",10257,2015-12-31,NA,1.08954548939789,40811.4
"222","DLHC",10257,2016-12-30,NA,0.434544666675996,66777.48
"223","CLDX",10258,2010-12-31,NA,-0.117765246315559,132066.6
"224","CLDX",10258,2011-12-30,NA,-0.368931972260262,114948.6
"225","CLDX",10258,2012-12-31,NA,1.58077572489687,431855.6
"226","CLDX",10258,2013-12-31,NA,2.6080515574753,2160669.87
"227","CLDX",10258,2014-12-31,NA,-0.246182139600442,1635072.25
"228","CLDX",10258,2015-12-31,NA,-0.14082237856624,1547396.48
"229","CLDX",10258,2016-12-30,NA,-0.774235803614639,426630.18
"230","SIGM",10259,2010-12-31,82656510,0.32431214948606,444612.09
"231","SIGM",10259,2011-12-30,82656510,-0.576570654766516,193368
"232","SIGM",10259,2012-12-31,82656510,-0.14154264929335,172340.6172
"233","SIGM",10259,2013-12-31,82656510,-0.0836405315247244,163326.16
"234","SIGM",10259,2014-12-31,82656510,0.567788902575454,258526.4
"235","SIGM",10259,2015-12-31,82656510,-0.145941845445134,230376.64
"236","SIGM",10259,2016-12-30,82656510,-0.0506384508802296,226932
"237","TKLC",10272,2010-12-31,87910110,-0.220552783457674,817228.47
"238","TKLC",10272,2011-12-30,87910110,-0.0822830326697866,756957.15
"239","TKLC",10272,2012-01-27,87910110,0.00640517729622436,761805
"240","HGIC",10290,2010-12-31,41282410,0.252628844588444,993633.3
"241","HGIC",10290,2011-12-30,41282410,0.597914252989886,1541306.22
"242","HGIC",10290,2012-04-30,41282410,0.0595729309441055,1634983.38
"243","HVT",10294,2010-12-31,41959620,-0.0507104412238962,43556.04
"244","HVT",10294,2011-12-30,41959620,-0.134816426839928,36203.61
"245","HVT",10294,2012-12-31,41959620,0.58348246532816,46997.65
"246","HVT",10294,2013-12-31,41959620,0.917863166310261,75899.28
"247","HVT",10294,2014-12-31,41959620,-0.261214773788475,47084.16
"248","HVT",10294,2015-12-31,41959620,-0.00899763793371466,43912.8
"249","HVT",10294,2016-12-30,41959620,0.181502962073002,47829.6
"250","NHTB",10297,2010-12-31,51086610,0.358898179442296,72463.7
"251","NHTB",10297,2011-12-30,51086610,-0.063051785378866,65901.6
"252","NHTB",10297,2012-12-31,51086610,0.171253583466942,89611.2
"253","NHTB",10297,2013-12-31,51086610,0.247206307162808,125309.25
"254","NHTB",10297,2014-12-31,51086610,0.0602033197751686,128989.96
"255","LSBG",10297,2015-12-31,51086610,-0.0692756907350912,117529.31
"256","LSBG",10297,2016-12-30,51086610,0.742099783626836,197872.92
"257","LLTC",10299,2010-12-31,53567810,0.167387391258605,7826956.02
"258","LLTC",10299,2011-12-30,53567810,-0.105392473896668,6853867.02
"259","LLTC",10299,2012-12-31,53567810,0.187445823966034,7939386.7
"260","LLTC",10299,2013-12-31,53567810,0.354384687495384,10709624.9
"261","LLTC",10299,2014-12-31,53567810,0.0257418004133163,10896302.4
"262","LLTC",10299,2015-12-31,53567810,-0.0433686739961385,10169738.79
"263","LLTC",10299,2016-12-30,53567810,0.506508263783826,14991371.65
"264","CY",10302,2010-12-31,23280610,0.759485303187816,3172590.74
"265","CY",10302,2011-12-30,23280610,-0.0811808683447549,2603998.86
"266","CY",10302,2012-12-31,23280610,-0.331223656368613,1563388.16
