"","TICKER","PERMNO","date","CUSIP","Return","MKTCAK"
"267","CY",10302,2013-12-31,23280610,0.0106402124850624,1608306
"268","CY",10302,2014-12-31,23280610,0.413966685585208,2327825.64
"269","CY",10302,2015-12-31,23280610,-0.285925849716772,3259627.56
"270","CY",10302,2016-12-30,23280610,0.217590662827682,3701789.52
"271","AMFI",10304,2010-04-23,2391210,-0.362901444088021,18251.37
"272","TMP",10308,2010-12-31,89011010,0.100437997679128,426178.28
"273","TMP",10308,2011-12-30,89011010,0.0183207451899925,428346.73
"274","TMP",10308,2012-12-31,89011010,0.0680000202669815,569349.32
"275","TMP",10308,2013-12-31,89011010,0.342356784821391,755895.51
"276","TMP",10308,2014-12-31,89011010,0.113504841698065,816393.9
"277","TMP",10308,2015-12-31,89011010,0.0481060238332653,836840.16
"278","TMP",10308,2016-12-30,89011010,0.729961535069146,1423394.24
"279","BCPC",10318,2010-12-31,5766520,0.520244765934393,972105.12
"280","BCPC",10318,2011-12-30,5766520,0.204358712521192,1182389.64
"281","BCPC",10318,2012-12-31,5766520,-0.0953549858808252,1073598.3
"282","BCPC",10318,2013-12-31,5766520,0.617687673118412,1774266.2
"283","BCPC",10318,2014-12-31,5766520,0.140365944538227,2055577.44
"284","BCPC",10318,2015-12-31,5766520,-0.0826891693790576,1916841.6
"285","BCPC",10318,2016-12-30,5766520,0.386743640072684,2665131.36
"286","GENZ",10324,2010-12-31,37291710,0.452762541707046,18773232.8
"287","GENZ",10324,2011-04-08,37291710,0.0709266849256802,20104761.25
"288","XOMA",10333,2010-12-31,NA,-0.510640507644822,151391.43
"289","XOMA",10333,2011-12-30,NA,-0.775827868869027,40373.05
"290","XOMA",10333,2012-12-31,NA,1.08695820473231,197872.8
"291","XOMA",10333,2013-12-31,NA,1.8041675202625,709247.78
"292","XOMA",10333,2014-12-31,NA,-0.466567986539607,416052.28
"293","XOMA",10333,2015-12-31,NA,-0.629527142224596,158331.18
"294","XOMA",10333,2016-12-30,NA,-0.841352770908113,25801.08
"295","AMFI",10349,2015-07-14,168310,NA,NA
"296","",10353,2010-08-04,85812220,-0.191049181124008,326078.04
"297","",10353,2015-12-31,85812220,-0.268167106907893,166914.37
"298","",10353,2016-03-31,85812220,-0.339901486755588,110179.37
"299","",10353,2010-08-04,85812220,-0.191049181124008,326078.04
"300","",10353,2015-12-31,85812220,-0.268167106907893,166914.37
"301","SXCL",10353,2016-03-31,85812220,-0.339901486755588,110179.37
"302","SXCL",10353,2010-08-04,85812220,-0.191049181124008,326078.04
"303","DJCO",10355,2010-12-31,23391210,0.161294094693728,99432
"304","DJCO",10355,2011-12-30,23391210,-0.09514175202161,89972.15
"305","DJCO",10355,2012-12-31,23391210,0.42056035765445,127811.55
"306","DJCO",10355,2013-12-31,23391210,1.07294395995421,264944.86381
"307","DJCO",10355,2014-12-31,23391210,0.370911180953549,363216.82381
"308","DJCO",10355,2015-12-31,23391210,-0.231963414182993,278962
"309","DJCO",10355,2016-12-30,23391210,0.19703059279574,333925.8
"310","AMAG",10363,2010-12-31,NA,-0.524058527565502,382579.7
"311","AMAG",10363,2011-12-30,NA,0.0447526747378162,402896.46
"312","AMAG",10363,2012-12-31,NA,-0.222101878865087,316367.97
"313","AMAG",10363,2013-12-31,NA,0.650583169257404,528648.44
"314","AMAG",10363,2014-12-31,NA,0.755355576218083,1091072
"315","AMAG",10363,2015-12-31,NA,-0.291644037246774,1048589.27
"316","AMAG",10363,2016-12-30,NA,0.152703446023874,1194892.8
"317","CLZR",10371,2010-01-05,13690710,-0.00990090287599998,68769
"318","TCB",10375,2010-12-31,87227510,0.101561558301504,2112557.64
"319","TCB",10375,2011-12-30,87227510,-0.292688158627345,1651695.36
"320","TCB",10375,2012-12-31,87227510,0.199241077275631,1986695.1
"321","TCB",10375,2013-12-31,87227510,0.355805747514587,2679072.5
"322","TCB",10375,2014-12-31,87227510,-0.00967269226461764,2657268.81
"323","TCB",10375,2015-12-31,87227510,-0.0986148104725517,2394384.88
"324","TCB",10375,2016-12-30,87227510,0.419359107212878,3349870.41
"325","ASTE",10382,2010-12-31,4622410,0.203044201210057,733989.27
"326","ASTE",10382,2011-12-30,4622410,-0.00617289207560157,731521.31
"327","ASTE",10382,2012-12-31,4622410,0.0750206404028864,760574.64
"328","ASTE",10382,2013-12-31,4622410,0.168121078559154,883043.17
"329","ASTE",10382,2014-12-31,4622410,0.0278361666638607,901378.3
"330","ASTE",10382,2015-12-31,4622410,0.0457819996260924,935611.6
"331","ASTE",10382,2016-12-30,4622410,0.670614069041585,1554683.16
"332","NAVG",10395,2010-12-31,63890410,0.068776852396834,792609.7
"333","NAVG",10395,2011-12-30,63890410,-0.0530289329010443,665422.08
"334","NAVG",10395,2012-12-31,63890410,0.0711017188445733,717380.29
"335","NAVG",10395,2013-12-31,63890410,0.236735970910841,896745.68
"336","NAVG",10395,2014-12-31,63890410,0.161172566167832,1047368.54
"337","NAVG",10395,2015-12-31,63890410,0.169764319208732,1238035.49
"338","NAVG",10395,2016-12-30,63890410,0.376430264894257,1714675.5
"339","WERN",10397,2010-12-31,95075510,0.242900293629064,1641777
"340","WERN",10397,2011-12-30,95075510,0.0994704205117198,1755636.8
"341","WERN",10397,2012-12-31,95075510,-0.0310076539313177,1587262.49
"342","WERN",10397,2013-12-31,95075510,0.151007469831541,1798217.22
"343","WERN",10397,2014-12-31,95075510,0.271702582745115,2243983.7
"344","WERN",10397,2015-12-31,95075510,-0.242741899200582,1684056.61
"345","WERN",10397,2016-12-30,95075510,0.163212029546421,1944900.65
"346","DINE",10404,2010-12-14,76155720,0.0870237236828995,121131.84
"347","SKYW",10421,2010-12-31,83087910,-0.0664269656786339,842058.58
"348","SKYW",10421,2011-12-30,83087910,-0.184530773983515,637205.08
"349","SKYW",10421,2012-12-31,83087910,0.002943855702219,640855.18
"350","SKYW",10421,2013-12-31,83087910,0.203491097629023,759740.9
"351","SKYW",10421,2014-12-31,83087910,-0.0888947623705891,679750.08
"352","SKYW",10421,2015-12-31,83087910,0.446174247947714,970115.1
"353","SKYW",10421,2016-12-30,83087910,0.930172942281281,1886870.7
"354","PATR",10443,2010-12-31,NA,-0.0158777906301739,287060.48
"355","PATR",10443,2011-12-30,NA,-0.299698427440445,202005.3
"356","PATR",10443,2012-12-31,NA,0.310148788911201,270170.29
"357","PATR",10443,2013-12-31,NA,0.460075729225809,397624.29
"358","FRPH",10443,2014-12-31,NA,-0.0554080333106088,381081.99
"359","FRPH",10443,2015-12-31,NA,0.0807040123285712,332510.18
"360","FRPH",10443,2016-12-30,NA,0.110781415220532,372513.7
"361","REFR",10463,2010-12-31,76091110,0.395781220526063,96711.78
"362","REFR",10463,2011-12-30,76091110,-0.359169844772335,62864.16
"363","REFR",10463,2012-12-31,76091110,0.103240936042109,84699.78
"364","REFR",10463,2013-12-31,76091110,0.545440844909812,133575.8
"365","REFR",10463,2014-12-31,76091110,-0.114189076893584,122490.88
"366","REFR",10463,2015-12-31,76091110,0.0175859098212312,125269.24
"367","REFR",10463,2016-12-30,76091110,-0.650671143223218,43760.08
"368","AMWD",10501,2010-12-31,3050610,0.270047028110147,349817.7
"369","AMWD",10501,2011-12-30,3050610,-0.438103224202743,196130.28
"370","AMWD",10501,2012-12-31,3050610,1.03661085393815,404391.52
"371","AMWD",10501,2013-12-31,3050610,0.420921218338991,608485.29
"372","AMWD",10501,2014-12-31,3050610,0.0230236467790594,640124.76
"373","AMWD",10501,2015-12-31,3050610,0.977736933516273,1301834.46
"374","AMWD",10501,2016-12-30,3050610,-0.0591328730610218,1222887.75
"375","MDCI",10507,2010-12-31,NA,-0.402743068827776,156891.66
"376","MDCI",10507,2011-12-30,NA,-0.454071600951576,85724.93
"377","MDCI",10507,2012-12-31,NA,-0.485657228526348,44091.79
"378","MDCI",10507,2013-12-31,NA,2.18215927991457,140306.96
"379","MDCI",10507,2014-09-30,NA,0.609811686593065,227631.82
"380","TWMC",10514,2010-12-31,NA,0.132451365430684,53736.75
"381","TWMC",10514,2011-12-30,NA,0.479474228449237,79578.0045
"382","TWMC",10514,2012-12-31,NA,0.558662823107669,109874.3626
"383","TWMC",10514,2013-12-31,NA,0.270150733799808,142624.56
"384","TWMC",10514,2014-12-31,NA,-0.162620130064281,103496.82
"385","TWMC",10514,2015-12-31,NA,0.0881396221212367,111527.74
"386","TWMC",10514,2016-12-30,NA,-0.0886797418336167,117825.1875
"387","ADM",10516,2010-12-31,3948310,-0.0192939032124615,19217901.44
"388","ADM",10516,2011-12-30,3948310,-0.0290523156854817,19104256.6
"389","ADM",10516,2012-12-31,3948310,-0.0183240385121468,18038122.74
"390","ADM",10516,2013-12-31,3948310,0.618527563220034,28555898
"391","ADM",10516,2014-12-31,3948310,0.223252335143793,33476976
"392","ADM",10516,2015-12-31,3948310,-0.27720983611342,21888423.2
"393","ADM",10516,2016-12-30,3948310,0.283959439702195,26267010
"394","AAN",10517,2010-12-31,253530,0.363486549665718,1652874.57
"395","AAN",10517,2011-12-30,253530,0.311307745620081,2014953.64
"396","AAN",10517,2012-12-31,253530,0.0623154143124136,2138081.12
"397","AAN",10517,2013-12-31,253530,0.0422886923699262,2243220
"398","AAN",10517,2014-12-31,253530,0.0428615439429647,2215530.18
