"","Report date","Company code","Fiscal year","Earnings","Cash Flow","Leverage Ratio(Book-based)","Leverage Ration(Market-based)"
"2012",2013-05-31,162129,2012,1888.7,-100.1,0.0558719451509455,58.0747126436782
"2013",2016-03-31,162146,2015,-9.82,1.387,0.161572802197802,NA
"2014",2011-03-31,162276,2010,NA,NA,NA,NA
"2015",2012-03-31,162276,2011,NA,NA,NA,NA
"2016",2013-03-31,162276,2012,NA,NA,NA,NA
"2017",2014-03-31,162276,2013,NA,NA,NA,NA
"2018",2011-03-31,162335,2010,29.22,-27.763,0.460721645387816,NA
"2019",2012-03-31,162335,2011,37.212,5.67999999999995,0.639210226380841,NA
"2020",2013-03-31,162335,2012,65.505,-3.291,0.558052970486821,NA
"2021",2014-03-31,162335,2013,72.615,12.453,0.520372697995114,NA
"2022",2015-03-31,162335,2014,78.26,-5.73800000000006,0.595155474721895,NA
"2023",2016-03-31,162335,2015,99.907,5.41499999999999,0.55117809298794,NA
"2024",2017-03-31,162335,2016,69.395,15.0339999999999,0.560863415886288,Inf
"2025",2011-03-31,163596,2010,-4.52,0.648,0.00364320602129874,NA
"2026",2012-03-31,163596,2011,-7.601,-1.787,0.00159322722231768,NA
"2027",2013-03-31,163596,2012,-6.795,-0.232999999999999,0,NA
"2028",2014-03-31,163596,2013,-4.688,0.0709999999999988,0.17730374588836,NA
"2029",2015-03-31,163596,2014,-5.128,-0.356,0.191069875326181,NA
"2030",2016-03-31,163596,2015,-25.45,0.0310000000000001,0,NA
"2031",2017-03-31,163596,2016,-89.123,0.508,1.11465703246525,NA
"2032",2011-03-31,163807,2010,NA,NA,NA,NA
"2033",2012-03-31,163807,2011,NA,NA,NA,NA
"2034",2013-03-31,163807,2012,NA,NA,NA,NA
"2035",2014-03-31,163807,2013,NA,NA,NA,NA
"2036",2015-03-31,163807,2014,NA,NA,NA,NA
"2037",2016-03-31,163807,2015,NA,NA,NA,NA
"2038",2017-03-31,163807,2016,NA,NA,NA,NA
"2039",2011-03-31,163975,2010,-11.837,11.393,0.752274703388229,193.990764494613
"2040",2011-03-31,164012,2010,NA,NA,NA,NA
"2041",2012-03-31,164012,2011,NA,NA,NA,NA
"2042",2013-03-31,164012,2012,NA,NA,NA,NA
"2043",2014-03-31,164012,2013,NA,NA,NA,NA
"2044",2015-03-31,164012,2014,NA,NA,NA,NA
"2045",2016-03-31,164012,2015,NA,NA,NA,NA
"2046",2017-03-31,164012,2016,NA,NA,NA,NA
"2047",2011-03-31,164155,2010,16.439,-7.137,0,0
"2048",2012-03-31,164155,2011,21.966,10.966,0.122964552393659,0.128761443673306
"2049",2013-03-31,164155,2012,17.279,-5.642,0.202352272098957,0.218657000927501
"2050",2014-03-31,164155,2013,-1.329,-81.351,0.322657804495999,0.33938732732599
"2051",2015-03-31,164155,2014,50.214,0.367999999999995,0.424585488531005,0.440499256522327
"2052",2016-03-31,164155,2015,24.854,-0.44,0.438008138110852,0.454718079958003
"2053",2017-03-31,164155,2016,44.763,-1.613,0.406896417861198,0.417942138725904
"2054",2011-03-31,164342,2010,36.935,-14.133,0,NA
"2055",2011-03-31,164557,2010,34.868,39.736,0.074026602062998,NA
"2056",2012-03-31,164557,2011,49.997,3.98200000000001,0.00266583681161565,NA
"2057",2013-03-31,164557,2012,56.342,49.735,0.0193310989930721,NA
"2058",2014-03-31,164557,2013,60.208,4.642,0.0169921400080194,NA
"2059",2015-03-31,164557,2014,58.248,7.80400000000001,0.0145521166067843,NA
"2060",2016-03-31,164557,2015,63.894,-86.989,0.33108119179616,NA
"2061",2017-03-31,164557,2016,70.623,1.11200000000001,0.243315804615064,NA
"2062",2011-03-31,164558,2010,12.617,48.157,0.556240198511166,3.05239727519644
"2063",2013-04-30,164746,2012,0.472,3.078,0,0
"2064",2014-04-30,164746,2013,-5.915,-3.241,0,0
"2065",2015-04-30,164746,2014,-4.442,-3.862,0,0
"2066",2016-04-30,164746,2015,-2.692,-0.666,0,0
"2067",2017-04-30,164746,2016,-2.459,-0.0639999999999999,0,0
"2068",2011-03-31,165124,2010,-40.068,-1.949,0.266917312091175,Inf
"2069",2012-03-31,165124,2011,16.737,14.483,0.308769783417762,NA
"2070",2013-03-31,165124,2012,-63.888,13.79,0.404656994522665,NA
"2071",2014-03-31,165124,2013,30.929,10.298,0.472024740186278,NA
"2072",2015-03-31,165124,2014,69.533,-3.585,0.425425449513826,NA
"2073",2016-03-31,165124,2015,20.236,18.956,0.511972262779083,NA
"2074",2011-03-31,165557,2010,-7.746,-0.164,0.272971902584051,NA
"2075",2012-03-31,165557,2011,0.219,-0.183,0.275238028374386,NA
"2076",2013-03-31,165557,2012,1.513,0.736000000000001,0.232812083222193,NA
"2077",2014-03-31,165557,2013,-5.801,-1.336,0.287410627106366,NA
"2078",2015-03-31,165557,2014,-8.632,0.217999999999998,0.315109542518479,NA
"2079",2016-03-31,165557,2015,5.438,0.161,0.287987435008666,NA
"2080",2017-03-31,165557,2016,4.928,-0.397000000000001,0.186293576546066,NA
"2081",2011-03-31,165691,2010,-6.307,-0.242999999999999,0.197132386034849,NA
"2082",2012-03-31,165691,2011,-5.232,-0.556999999999999,0.12951682347313,NA
"2083",2013-03-31,165691,2012,-5.449,-0.0429999999999993,0.278074704834375,Inf
"2084",2014-03-31,165691,2013,-8.907,0.467,0.206861617655112,NA
"2085",2015-03-31,165691,2014,-3.8,0.280000000000001,0.289629646449738,NA
"2086",2016-03-31,165691,2015,-2.516,0.243,0.277956796753789,NA
"2087",2017-03-31,165691,2016,-0.853,-0.816,0.642578484413529,NA
"2088",2011-03-31,165919,2010,NA,NA,NA,NA
"2089",2012-03-31,165919,2011,NA,NA,NA,NA
"2090",2013-03-31,165919,2012,NA,NA,NA,NA
"2091",2014-03-31,165919,2013,NA,NA,NA,NA
"2092",2011-03-31,166491,2010,-20.241,0.735,0,NA
"2093",2012-03-31,166491,2011,-7.752,-0.979000000000001,0,NA
"2094",2013-03-31,166491,2012,-2.252,0.517,0.0934919233366229,NA
"2095",2014-03-31,166491,2013,-3.023,-0.00300000000000011,0.101499943611142,NA
"2096",2015-03-31,166491,2014,-4.614,-0.202,0.104421818897251,NA
"2097",2016-03-31,166491,2015,-2.808,0.67,0.137918235325309,NA
"2098",2017-03-31,166491,2016,-1.867,-0.924,0.23431407302375,NA
"2099",2014-03-31,170730,2013,-25.848,32.539,0.000298888136133583,Inf
"2100",2015-03-31,170730,2014,-30.082,1.975,9.34771635289499e-05,Inf
"2101",2016-03-31,170730,2015,-38.575,11.949,0,NA
"2102",2017-03-31,170730,2016,-38.447,0.671000000000003,0,NA
"2103",2014-05-31,171153,2013,NA,NA,NA,NA
"2104",2015-05-31,171153,2014,NA,NA,NA,NA
"2105",2016-05-31,171153,2015,NA,NA,NA,NA
"2106",2017-05-31,171153,2016,NA,NA,NA,NA
"2107",2011-03-31,174077,2010,21.004,45.134,0,0
"2108",2012-03-31,174077,2011,31.94,80.701,0,0
"2109",2013-03-31,174077,2012,53.209,138.059,0,0
"2110",2014-03-31,174077,2013,64.064,24.901,0,0
"2111",2015-03-31,174077,2014,25.65,-99.834,0,0
"2112",2016-03-31,174077,2015,0.136,-47.746,0,0
"2113",2017-03-31,174077,2016,0.54,49.559,0,0
"2114",2011-03-31,174095,2010,NA,NA,NA,NA
"2115",2012-03-31,174095,2011,NA,NA,NA,NA
"2116",2013-03-31,174095,2012,NA,NA,NA,NA
"2117",2014-03-31,174095,2013,NA,NA,NA,NA
"2118",2015-03-31,174095,2014,NA,NA,NA,NA
"2119",2016-03-31,174095,2015,NA,NA,NA,NA
"2120",2017-03-31,174095,2016,NA,NA,NA,NA
"2121",2011-03-31,174108,2010,57.457,-13.62,NA,NA
"2122",2012-03-31,174108,2011,-165.772,-104.868,NA,NA
"2123",2013-03-31,174108,2012,-43.601,-2.50400000000002,NA,NA
"2124",2014-03-31,174108,2013,-8.957,-2.503,NA,NA
"2125",2015-03-31,174108,2014,-350.656,4.709,NA,NA
"2126",2016-03-31,174108,2015,-103.331,-1.63500000000001,NA,NA
"2127",2011-04-30,174531,2010,88.1,-4.2,0.48095804819994,12.8804780876494
"2128",2012-04-30,174531,2011,49.8,5.6,0.45372526193248,10.2904290429043
"2129",2013-04-30,174531,2012,6.2,-8.7,0.438909201706277,27.4380952380952
"2130",2011-03-31,175264,2010,9.817,-8.602,0.176176481163622,6.9143642305407
"2131",2012-03-31,175264,2011,12.533,33.986,0.119433317905379,1.98057485786481
"2132",2013-03-31,175264,2012,21.399,-11.578,0.0774771776785264,0.410170632249891
"2133",2014-03-31,175264,2013,41.647,15.562,0.0485601522960487,0.211856029299755
"2134",2015-03-31,175264,2014,58.614,0.397999999999996,0.0241900354704215,0.0833896718498102
"2135",2016-03-31,175264,2015,59.88,17.595,0,0
"2136",2017-03-31,175264,2016,37.763,22.427,0.165799157249515,0.899892083558159
"2137",2011-03-31,175424,2010,-7.948,-1.909,0.293744228993536,Inf
"2138",2012-03-31,175424,2011,-7.329,-0.943,0.413243174279153,Inf
"2139",2013-03-31,175424,2012,-5.431,4.53,0.15399920413848,Inf
"2140",2014-03-31,175424,2013,3.735,-2.39,0.00707036698571497,Inf
"2141",2015-03-31,175424,2014,-8.203,0.79,0.00578149920255183,Inf
"2142",2016-03-31,175424,2015,-10.162,1.484,0.00825907411432297,Inf
"2143",2017-03-31,175424,2016,9.274,10.025,0.0161043246003378,NA
"2144",2011-05-31,175442,2010,101.774,24.099,0,NA
"2145",2012-05-31,175442,2011,132.688,106.548,0,NA
"2146",2013-05-31,175442,2012,136.269,-25.109,0,0
"2147",2014-05-31,175442,2013,215.704,-37.146,0,0
"2148",2015-05-31,175442,2014,193.013,156.431,0,0
"2149",2016-05-31,175442,2015,224.884,213.66,0,0
"2150",2017-05-31,175442,2016,274.457,-44.778,0,0
"2151",2011-03-31,176103,2010,-34.65,-102.224,0.447558191804169,26.5148334489938
"2152",2012-03-31,176103,2011,-21.162,0.637999999999998,0.419294580082747,34.3831183030833
"2153",2013-03-31,176103,2012,-1.463,-0.832999999999998,0.472868663419897,48.449619624282
"2154",2014-03-31,176346,2013,5.607,3.853,0,NA
"2155",2015-03-31,176346,2014,5.748,10.528,0,NA
"2156",2016-03-31,176346,2015,0.035,7.39,0,NA
"2157",2011-04-30,176362,2010,25.909,33.376,0,0
"2158",2012-04-30,176362,2011,30.451,2.179,0,0
"2159",2013-04-30,176362,2012,10.426,11.112,0,0
"2160",2014-04-30,176362,2013,13.718,51.637,0,0
"2161",2015-04-30,176362,2014,2.895,16.441,0,0
"2162",2016-04-30,176362,2015,8.966,-19.123,0.00109407324198999,0.161510791366906
"2163",2017-04-30,176362,2016,12.479,-44.383,0.00103815028901734,0.179815778934722
"2164",2011-03-31,176558,2010,-31.832,-33.714,0.0696313946313279,0.437527275168686
"2165",2012-03-31,176558,2011,-84.353,-23.664,0.105435168738899,0.668196144857308
"2166",2011-03-31,176873,2010,0.115,2.419,0.520490928495198,Inf
"2167",2012-03-31,176873,2011,8.123,1.202,0.518172756573104,Inf
"2168",2013-03-31,176873,2012,-3.819,-4.457,0.529430877498726,Inf
"2169",2014-03-31,176873,2013,-4.507,2.328,0.669381070617269,NA
"2170",2015-03-31,176873,2014,-9.42,1.78,0.694046905589516,303.16404886562
"2171",2016-03-31,176873,2015,-4.232,-3.029,0.725851239793977,Inf
"2172",2017-03-31,176873,2016,-18.228,0.457,0.805627514078841,Inf
"2173",2011-03-31,177745,2010,-81.173,-181.227,0.010213705911276,0.0195311836704815
"2174",2011-03-31,177871,2010,16.2,5.712,0.00795362686197329,0.0292802560153131
"2175",2012-03-31,177871,2011,20.035,12.456,0.00371991967607071,0.0297742776004918
"2176",2013-03-31,177871,2012,28.398,-0.457999999999998,0.000105291212461215,0.000819042743793192
"2177",2014-03-31,177871,2013,34.375,27.615,0.000271457974077989,0.0010261845281654
"2178",2015-03-31,177871,2014,42.446,44.065,0.000522729546675052,0.00221089904136799
"2179",2016-03-31,177871,2015,44.802,25.321,0.198750627543336,2.20267336137875
"2180",2017-03-31,177871,2016,11.858,-1.75899999999999,0.201241038747266,1.68388336142373
"2181",2011-03-31,177882,2010,48.208,-85.043,0,NA
"2182",2012-03-31,177882,2011,81.373,-13.55,0,NA
"2183",2013-03-31,177882,2012,25.369,-10.652,0,NA
"2184",2014-03-31,177882,2013,0.228,-0.427999999999997,0,NA
"2185",2015-03-31,177882,2014,-132.746,-17.763,0,NA
"2186",2016-03-31,177882,2015,-54.879,-26.698,0,NA
"2187",2011-03-31,177895,2010,174.755,131.793,0.106822209515827,0.61230482665961
"2188",2012-03-31,177895,2011,183.397,-11.953,0.0662199030540619,1013.51351351351
"2189",2011-03-31,178084,2010,289.13,99.5919999999999,0.376424348935363,33.0768525967641
"2190",2012-03-31,178084,2011,648.911,201.36,0.234543571701922,32.4131853415501
"2191",2013-03-31,178084,2012,213.473,413.16,0.349704581873754,44.1052484708615
"2192",2011-03-31,179058,2010,0.341,-11.804,0.0442822103115941,3.58422459893048
"2193",2012-03-31,179058,2011,0.483,11.451,0.075567051333068,6.32157123834887
"2194",2013-03-31,179058,2012,-10.399,-8.635,0.0656826351410913,4.44694960212202
"2195",2014-03-31,179058,2013,-6.199,3.192,0.0667172023448555,6.89039665970772
"2196",2015-03-31,179058,2014,-32.061,2.434,0.0575593645008826,Inf
"2197",2016-03-31,179058,2015,-20.126,-4.46,0.0672592592592593,NA
"2198",2017-03-31,179058,2016,-12.288,1.765,0.112343072633801,NA
"2199",2011-03-31,179300,2010,3.017,8.891,0,NA
"2200",2012-03-31,179300,2011,8.867,-1.264,0,NA
"2201",2013-03-31,179300,2012,3.737,5.351,0,NA
"2202",2014-03-31,179300,2013,4.388,3.649,0,NA
"2203",2015-03-31,179300,2014,3.719,-11.384,0,NA
"2204",2016-03-31,179300,2015,4.04,1.146,0,NA
"2205",2017-03-31,179300,2016,-1.412,-3.655,0,0
"2206",2011-03-31,179624,2010,8.432,5.336,0,NA
"2207",2012-03-31,179624,2011,8.142,-2.83,0,NA
"2208",2013-03-31,179624,2012,-14.334,0.652,0,NA
"2209",2014-03-31,179624,2013,-25.356,-0.222,0,NA
"2210",2015-03-31,179624,2014,0.857,-0.434,0,NA
"2211",2016-03-31,179624,2015,0.447,2.614,0,0
"2212",2017-03-31,179624,2016,-5.644,12.158,0,0
"2213",2011-05-31,180229,2010,16.431,-5.88,0.150126489621416,NA
"2214",2012-05-31,180229,2011,21.353,-4.101,0.179718388434764,Inf
"2215",2013-05-31,180229,2012,11.646,-0.832000000000001,0.206966494982212,Inf
"2216",2014-05-31,180229,2013,22.518,2.13,0.219750344616327,Inf
"2217",2015-05-31,180229,2014,16.081,1.164,0.281565396935092,Inf
"2218",2016-05-31,180229,2015,24.654,10.994,0.217073600248614,Inf
"2219",2012-03-31,180474,2011,29.9,-91.7,0.736485459904585,NA
"2220",2013-03-31,180474,2012,50.1,228.4,0.613621970176752,7105.33333333333
"2221",2014-03-31,180474,2013,30.2,-183.3,0.582828432096941,19720
"2222",2015-03-31,180474,2014,83.8,51.2,0.571575091575092,573.676470588235
"2223",2016-03-31,180474,2015,67.9,117.5,0.57234410397043,6400.33333333333
"2224",2017-03-31,180474,2016,74.1,11,0.45848049049247,Inf
"2225",2011-03-31,182331,2010,69.355,-115.182,0.621220636992584,3.09312416251151
"2226",2012-03-31,182331,2011,31.78,-23.16,0.539833013631351,3.7825465878839
"2227",2013-03-31,182331,2012,-54.495,47.596,0.609115654309299,2.45239432305493
"2228",2014-03-31,182331,2013,20.544,-81.961,0.513424624424155,6.6309413207477
"2229",2015-03-31,182331,2014,24.128,0.82,0.631156867421828,5.66144079685746
"2230",2016-03-31,182331,2015,-60.903,-34.896,0.913693219972457,17.1625868519508
"2231",2014-03-31,182826,2013,-8.156,5.403,0,NA
"2232",2011-03-31,183337,2010,14.004,51.282,0,0
"2233",2012-03-31,183337,2011,20.958,29.575,0,NA
"2234",2013-03-31,183337,2012,18.105,113.292,0.251744935734786,NA
"2235",2014-03-31,183337,2013,21.219,62.491,0.214196444468793,NA
"2236",2015-03-31,183337,2014,17.308,89.116,0.198047067215017,NA
"2237",2016-03-31,183337,2015,14.108,87.294,0.193309547257632,NA
"2238",2017-03-31,183337,2016,18.333,70.761,0.198952163404074,NA
"2239",2011-05-31,184149,2010,10.266,17.021,0,0
"2240",2012-05-31,184149,2011,5.049,-10.058,0.1263568316927,0.636170857315965
"2241",2013-05-31,184149,2012,5.446,-4.528,0.118752980177562,0.467715972098015
"2242",2014-05-31,184149,2013,3.485,-6.976,0.139084526945295,0.752707249923524
"2243",2015-05-31,184149,2014,6.716,19.146,0.139778609724533,2.76755891100435
"2244",2016-05-31,184149,2015,-5.348,-1.587,0.167599977374286,2.85246690734055
"2245",2017-05-31,184149,2016,-6.275,-9.739,0.20086123072649,2.75954198473282
"2246",2011-03-31,184673,2010,-7.355,3.80199999999999,0.00824567102271308,NA
"2247",2012-03-31,184673,2011,36.869,7.95799999999999,0.0827335153470671,NA
"2248",2013-03-31,184673,2012,-9.69,6.011,0.17358065836403,NA
"2249",2014-03-31,184673,2013,-11.406,-2.367,0.146653073443859,NA
"2250",2015-03-31,184673,2014,-23.822,29.835,0.129940255351762,NA
"2251",2012-03-31,185180,2011,36.947,124.848,0.000258641202578136,0.00220351681283328
"2252",2013-03-31,185180,2012,51.705,-52.8,7.88264885665761e-05,0.000179823772702751
"2253",2014-03-31,185180,2013,6.119,-74.818,0.274051765086359,0.587654246074229
"2254",2015-03-31,185180,2014,-1.08,59.612,0.248320933415943,0.945089709111224
"2255",2016-03-31,185180,2015,-21.21,-44.532,0.246606614711604,0.591643155574056
"2256",2011-03-31,185319,2010,4.827,42.997,0.00185939436869134,Inf
"2257",2012-03-31,185319,2011,7.184,-0.113000000000005,0.00152181960268169,0.0560727430179693
"2258",2013-03-31,185319,2012,-27.593,-5.746,0.00216318980577536,0.0815417392988572
"2259",2014-03-31,185319,2013,-20.934,4.049,0.00117848923609438,0.0800402718348855
"2260",2015-03-31,185319,2014,-18.252,13.524,0.00177956883793085,0.0840350286291681
"2261",2016-03-31,185319,2015,-88.518,-5.03200000000001,0.492033447301547,29.49177877429
"2262",2017-03-31,185319,2016,-110.168,56.713,0.000484857429906058,0.0358527595615337
"2263",2011-03-31,185699,2010,20.368,72.191,0.0603802253014351,NA
"2264",2012-03-31,185699,2011,25.854,-10.166,0.0547608529777921,NA
"2265",2011-03-31,185790,2010,29.241,-76.757,0.229268191008191,NA
"2266",2012-03-31,185790,2011,26.912,23.583,0.210537254748538,Inf
"2267",2013-03-31,185790,2012,-13.023,2.6,0.260552900229769,Inf
"2268",2014-03-31,185790,2013,13.45,-28.124,0.354455763787823,NA
"2269",2015-03-31,185790,2014,7.899,32.578,0.250712556154655,NA
"2270",2016-03-31,185790,2015,-6.35,-13.484,0.185761047463175,NA
"2271",2011-03-31,185881,2010,84.694,-115.204,0.328809668444982,NA
"2272",2012-03-31,185881,2011,239.955,291.737,0.291247623153315,NA
"2273",2013-03-31,185881,2012,219.058,-133.984,0.53978218287927,NA
"2274",2014-03-31,185881,2013,232.188,-90.39,0.564101212655798,6.38060493703701
"2275",2015-03-31,185881,2014,232.569,-52.777,0.565191644254217,7.84846320523895
"2276",2016-03-31,185881,2015,294.094,-19.688,0.530621350082769,8.51740797423332
"2277",2017-03-31,185881,2016,252.49,29.888,0.493113614903776,7.6503861243601
"2278",2011-03-31,185944,2010,20.816,45.265,0,NA
"2279",2012-03-31,185944,2011,5.234,-35.952,0,NA
"2280",2013-03-31,185944,2012,2.755,-0.335999999999999,0,NA
"2281",2014-03-31,185944,2013,0.845,-8.69,0,0
"2282",2011-03-31,186289,2010,NA,NA,0,0
"2283",2012-03-31,186289,2011,4.418,-4.449,0,0
"2284",2013-03-31,186289,2012,24.315,14.557,0.10837840246218,0.124300314465409
"2285",2014-03-31,186289,2013,22.661,87.14,0.219362473819538,0.326552598225602
"2286",2015-03-31,186289,2014,3.331,-95.581,0.36828096973905,0.396090367965368
"2287",2016-03-31,186289,2015,-85.779,12.631,0.502806989219694,0.571919866444074
"2288",2017-03-31,186289,2016,105.202,-6.345,0.353618761236536,0.359644012944984
"2289",2012-03-31,186360,2011,12.03,-29.127,0.326954572476555,NA
"2290",2013-03-31,186360,2012,26.974,22.628,0.271271551674653,NA
"2291",2014-03-31,186360,2013,25.799,30.115,0.274601714509141,NA
"2292",2015-03-31,186360,2014,49.386,29.929,0.238248082433837,NA
"2293",2016-03-31,186360,2015,23.009,-8.657,0.199736705662962,NA
"2294",2017-03-31,186360,2016,14.641,-40.213,0.177228682170543,1.79690081721967
"2295",2012-03-31,186501,2011,7.876,-8.50500000000001,0.291883861029425,1669.1679389313
"2296",2013-03-31,186501,2012,47.94,3.72900000000004,0.326909019018071,133.880607685433
"2297",2014-03-31,186501,2013,47.655,-1.12099999999997,0.392806912421054,32.2837251498896
"2298",2015-03-31,186501,2014,16.661,30.8630000000001,0.419972597178679,45.6181525598062
"2299",2016-03-31,186501,2015,-198.929,-13.127,0.525299024937254,49.9263944206082
"2300",2017-03-31,186501,2016,137.042,-15.912,0.473559101439961,77.1888023519703
"2301",2013-03-31,186517,2012,-51.866,-10.276,0,NA
"2302",2015-05-31,186681,2014,3.282,-3.439,0.503488508338689,566.452729693742
"2303",2017-03-31,186834,2016,-11.247,6.794,0.0552325581395349,NA
"2304",2015-04-30,187040,2014,-1.854,3.663,0.41426678810963,NA
"2305",2016-04-30,187040,2015,-3.226,-11.453,0.398830435433475,NA
"2306",2017-04-30,187040,2016,1.241,28.269,0.56494258073171,NA
"2307",2017-03-31,187368,2016,-10.256,2.493,0.00377155172413793,NA
"2308",2012-04-30,188157,2011,-24.329,59.332,0,0
"2309",2013-04-30,188157,2012,-63.752,-49.216,0,0
"2310",2014-04-30,188157,2013,-63.166,6.45500000000001,0,0
"2311",2015-04-30,188157,2014,-34.421,22.764,0.166199655354399,1.00362714371236
"2312",2016-04-30,188157,2015,-25.339,-9.921,0.127938784337856,0.750629993029864
"2313",2017-04-30,188157,2016,-15.941,9.176,0.0993927722818406,0.710810990914947
"2314",2013-04-30,188856,2012,17.627,-0.824000000000002,0.163292632572406,1.35587990400157
"2315",2014-04-30,188856,2013,21.982,27.222,0.143326474243194,0.663777436040822
"2316",2015-04-30,188856,2014,8.69,-24.588,0.137917739185212,1.49614138438881
"2317",2016-04-30,188856,2015,19.42,-11.307,0.121801470017742,2.09073958980733
"2318",2017-04-30,188856,2016,13.013,6.825,0.1125188477882,2.21148850187626
"2319",2016-05-31,190572,2015,-9.513,1.95,0.215315086394657,NA
"2320",2012-03-31,197956,2011,9.589,-6.771,0.176669566057795,NA
"2321",2013-03-31,197956,2012,11.551,4.368,0.0776725934465481,NA
"2322",2014-03-31,197956,2013,15.289,12.378,0,NA
"2323",2012-03-31,198058,2011,147.364,85.742,0,0
"2324",2013-03-31,198058,2012,397.602,367.798,0,0
"2325",2014-03-31,198058,2013,661.485,487.317,0,0
"2326",2015-03-31,198058,2014,881.023,34.802,0,0
"2327",2016-03-31,198058,2015,839.1,-281,0.000896057347670251,23
"2328",2017-03-31,198058,2016,552.5,-466.5,0,0
"2329",2011-03-31,200595,2010,156.283,116.602,0.134757141584049,302.071513002364
"2330",2012-03-31,200595,2011,279.238,206.468,0.11359860830135,86.8501728774491
"2331",2013-03-31,200595,2012,139.911,-145.666,0.092132758408049,67.6214423282688
"2332",2014-03-31,200595,2013,37.231,-138.464,0.117298752314028,72.520874751491
"2333",2015-03-31,200595,2014,82.678,116.305,0.113568377795898,58.3907363420428
"2334",2016-03-31,200595,2015,93.542,451.103,0.131016608810212,33.9104530543488
"2335",2017-03-31,200595,2016,232.932,186.016,0.101770034327378,NA
"2336",2011-03-31,203890,2010,1647.997,538.59,0.249353927792161,13.7731773864265
"2337",2012-03-31,203890,2011,2272.727,861.974999999999,0.277347765664943,4.70701290131152
"2338",2013-03-31,203890,2012,1626.871,-596.489,0.265490590528347,4.91499579926728
"2339",2014-03-31,203890,2013,2178.618,447.572,0.238854426773433,2.94093340776917
"2340",2015-03-31,203890,2014,2058.918,831.873,0.253772705632613,3.67294253524073
"2341",2016-03-31,203890,2015,1447.297,-508.936000000001,0.221040710486264,2.65744601033737
"2342",2017-03-31,203890,2016,943.878,-270.892000000001,0.242751837684899,3.30069171623597
"2343",2011-03-31,204867,2010,1189.425,-71.3960000000001,0.0568270088822666,0.391069884274388
"2344",2012-03-31,204867,2011,1095.107,287.346,0.0532521787523528,0.49514824417556
"2345",2013-03-31,204867,2012,1217.15,112.399,0.0490641537683865,0.298603214319939
"2346",2014-03-31,204867,2013,1299.45,502.517,0.0242064576115841,0.18099131259562
"2347",2015-03-31,204867,2014,1388.67,704.911,0.024115342754156,0.22755876963479
"2348",2016-03-31,204867,2015,1342.219,-918.793,0.0311123791879588,0.156858209832032
"2349",2017-03-31,204867,2016,1309.098,-713.369,0.0323509567041206,0.0965024528344664
"2350",2014-03-31,208323,2013,257.767,-45.2,0.242871723593224,1.5444483572047
"2351",2015-03-31,208323,2014,-2059.862,-75.0599999999999,0.266254774415274,1.28623114746611
"2352",2016-03-31,208323,2015,-1889.102,181.51,0.303542845922956,1.06038049581333
"2353",2017-03-31,208323,2016,848.62,1280.987,0.220622536835289,0.90127072972698
"2354",2011-03-31,209410,2010,-181.747,101.055,0.30022364173883,46.3954673159768
"2355",2012-03-31,209410,2011,65.082,-92.69,0.422668234281815,57.578931117723
"2356",2013-03-31,209410,2012,-115.462,57.355,0.457375698896099,20.4589673448453
"2357",2011-03-31,211009,2010,1499,977,0,0
"2358",2012-03-31,211009,2011,1716,752,0,0
"2359",2013-03-31,211009,2012,1725,228,0,0
"2360",2014-03-31,211009,2013,1751,661,0,0
"2361",2015-03-31,211009,2014,2013,736,0,0
"2362",2016-03-31,211009,2015,2052,329,0,0
"2363",2017-03-31,211009,2016,2140,-1480,0,0
"2364",2011-03-31,211819,2010,3464.763,-555.260999999999,NA,NA
"2365",2012-03-31,211819,2011,3254.546,-68.7359999999999,NA,NA
"2366",2013-03-31,211819,2012,3486.794,508.966,NA,NA
"2367",2014-03-31,211819,2013,4128.73,-471.902000000001,NA,NA
"2368",2015-03-31,211819,2014,2998.215,-366.795,NA,NA
"2369",2016-03-31,211819,2015,3726.117,5.7529999999997,NA,NA
"2370",2017-03-31,211819,2016,9772.592,1233.641,NA,NA
"2371",2011-03-31,221821,2010,632.347,-242.799,0.1375865257625,6.73842595100599
"2372",2012-03-31,221821,2011,494.248,436.598,0.127323698528051,6.6708131493489
"2373",2013-03-31,221821,2012,84.941,398.779,0.278547473469675,18.9826558957821
"2374",2014-03-31,221821,2013,547.718,364.265,0.281885966628425,22.4109517857394
"2375",2015-03-31,221821,2014,635.345,-73.883,0.169795841045838,11.8375062485729
"2376",2016-03-31,221821,2015,816.67,534.336,0.158681382927973,16.1405846059815
"2377",2017-03-31,221821,2016,1002.791,127.682,0.146594851584082,12.298041445117
"2378",2011-03-31,223082,2010,1097.8,440.4,0.0821519274106046,0.480323468925372
"2379",2012-03-31,223082,2011,766.3,-99.7,0.102867216885728,0.565407844959182
"2380",2013-03-31,223082,2012,988.5,-57.8,0.118082212095114,0.745409375675092
"2381",2011-03-31,223098,2010,247.867,-23.035,0.0556073859390368,6.46633593196315
"2382",2012-03-31,223098,2011,280.252,23.974,0.136979661377915,7.77473165071076
"2383",2013-03-31,223098,2012,307.722,-44.369,0.12477420397447,7.14559849116189
"2384",2014-03-31,223098,2013,358.583,43.766,0.14178495267972,2.18733550842849
"2385",2015-03-31,223098,2014,355.946,-31.921,0.109205187711913,0.865789907547146
"2386",2016-03-31,223098,2015,302.083,57.7049999999999,0.0519867021446301,0.442854813284775
